Hugo_Symbol	Entrez_Gene_Id	GTEX-WYVS-1726-SM-3NMAY	GTEX-ZPIC-1126-SM-5BC7F	GTEX-ZC5H-2626-SM-5J2MG	GTEX-W5X1-2326-SM-3GIL6	GTEX-S341-1526-SM-4AD6K	GTEX-T6MO-0326-SM-32QOK	GTEX-Y5LM-1726-SM-4VDSX	GTEX-ZV6S-1826-SM-5NQ8D	GTEX-SE5C-2126-SM-4BRUJ	GTEX-S4UY-0726-SM-4AD6X	GTEX-12WSK-2226-SM-5GCO5	GTEX-ZYWO-2326-SM-5GZY4	GTEX-TMMY-0726-SM-33HBE	GTEX-14AS3-1626-SM-5S2OY	GTEX-YB5K-1626-SM-5IFIN	GTEX-145ME-1526-SM-5Q5F2	GTEX-WI4N-1426-SM-3LK7H	GTEX-XV7Q-2326-SM-4BRVZ	GTEX-TML8-1226-SM-32QON
MICAL1	64780	181.28	73.54	208.38	231.32	397.93	193.01	136.19	444.72	189.02	127.89	981.29	253.23	309.83	113.56	68.07	95.34	236.21	400.71	277.2
DSCC1	79075	108.14	120.94	40.64	148.09	45.85	50.27	116.78	65.72	95.34	34.75	56.68	109.66	97.36	149.12	25.91	85.22	17.38	56.68	104.42
KSR2	283455	9.13	3.66	7.82	3.35	7.4	9.7	3.82	0.74	4.94	8.45	2.61	1.35	4.62	3.32	2.23	0.78	1.38	0	9.7
AP000322.53	0	39.79	4.66	93.35	0.72	36.53	73.54	30.78	0	10.16	0.57	8.38	3.66	21.78	2.68	18.84	0	48.18	0.08	35
CCL17	6361	47.5	8.45	57.08	17.25	0	17.38	239.52	0	25.91	10.55	8.71	0	10.79	0	0	0	0	0	0
LRRC31	79782	8.51	0.24	0.82	0	9.78	44.89	3.35	0	0	8.25	43.32	23.42	7.22	7.51	63	0	0	0	14.78
CXorf67	0	0.75	0	2.03	2.07	0.73	0.58	0.52	0	0	0.39	0	0.33	0	1.3	0.2	0.14	2.68	0.31	1.07
KCNK17	89822	59.13	3.59	42.41	9.78	87.03	45.21	32.82	1.68	13.12	25.54	2.32	1.69	18.16	34.51	18.56	0	1.39	7.34	19.82
AC110781.3	0	0.6	0	0.13	0.39	0	0	0	0.13	3.69	0.67	0.13	0.13	0.37	0	0.16	0.14	0.39	0.12	0
SMCHD1	23347	629.35	303.44	339.14	642.59	376.41	450.94	281.09	231.32	287.01	392.44	353.59	236.21	688.78	105.89	178.77	314.17	660.68	224.97	583.07
POU2F2	5452	119.26	41.22	84.04	52.45	87.03	32.59	37.59	15.34	9.78	129.69	14.56	13.93	212.78	35	34.26	21.01	36.27	31.22	83.45
PVR	5817	241.19	193.01	249.73	318.57	126.12	177.53	194.36	158.79	229.72	143.01	146.03	287.01	96.68	181.28	73.54	100.13	860.08	397.93	281.09
ADPRHL2	54936	961.07	406.31	872.1	497	444.72	460.44	669.92	363.56	543.96	412	514.56	723.08	555.41	1295.13	318.57	343.89	629.35	476.71	624.99
ALOX12B	242	10.63	1.45	4.1	2.18	2.01	2.68	3.92	0	9.7	0.93	1.27	3.11	0.43	12.45	3.08	0	6.52	2.53	1.3
MTMR7	9108	9.93	8.19	4.31	8	45.85	11.82	31.67	20.41	37.85	84.63	15.56	17.51	40.93	18.29	19.25	10.39	49.91	19.25	23.59
MSC	9242	71	147.06	68.07	450.94	24.63	55.1	40.07	182.55	223.41	47.17	49.21	38.67	15.34	182.55	140.04	64.34	214.27	444.72	119.26
CACNB4	785	81.14	11.13	59.55	98.04	68.07	31.9	11.82	11.64	19.68	73.03	16.88	13.83	25.72	16.15	24.99	5.41	28.45	9.7	60.82
TRAF3IP1	26146	320.8	320.8	291.04	651.58	226.54	229.72	255	241.19	258.57	231.32	371.22	229.72	406.31	117.6	265.87	327.56	301.33	194.36	260.38
WT1	7490	57.49	12	0.07	0	1.3	0	0.62	0	0	3.66	1.41	309.83	0	0	0.15	0	7.4	24.11	0
TMEM186	25880	305.55	299.25	403.5	281.09	223.41	258.57	507.46	249.73	299.25	384.34	307.69	420.68	299.25	638.15	251.48	334.46	134.3	239.52	186.4
KBTBD4	55709	15.34	0	16.15	0	0	11.47	6.26	0	30.78	32.36	4.03	0	0	0	0	0	8.32	0	0
PPA1	5464	3768.09	6471.02	5329.3	2835.7	2555.58	7803.01	4358.66	4095	7803.01	4869.99	3235.01	4869.99	3928.15	8538.88	6337.83	10659.59	4066.71	6121.9	4481.23
ARID1B	57492	802.41	403.5	830.75	679.29	629.35	591.22	381.68	457.25	299.25	525.39	599.49	368.65	647.07	264.03	371.22	312	620.67	329.84	587.13
CBLN1	869	5.59	76.71	17.25	14.45	1.85	53.95	2.12	49.21	93.35	84.63	33.3	15.45	2.89	2.97	205.5	143.01	20.71	75.11	79.45
LDLR	3949	878.17	248	743.43	251.48	358.54	291.04	470.14	318.57	2075.59	480.04	142.01	323.03	239.52	1143.1	1286.18	202.66	1427.22	532.74	366.09
ZXDB	158586	327.56	178.77	208.38	392.44	169.07	211.31	159.9	88.88	82.87	221.86	147.06	72.01	353.59	98.73	63.89	62.12	77.79	76.17	258.57
LRRC71	149499	0.65	2.84	6.41	0.61	2.01	0.27	0	2.34	6.62	1.58	0	0.26	2.27	0	3.56	1.53	0.07	1.14	0
COL28A1	340267	101.54	4.86	98.04	22.92	91.41	209.84	53.19	13.42	15.68	69.52	59.13	7.51	68.07	11.04	29.48	2.25	27.25	9.41	16.03
AC002472.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A7	148867	249.73	155.5	164.42	412	205.5	181.28	279.14	137.14	94.01	167.9	141.02	101.54	269.6	53.95	68.55	156.59	256.78	157.68	253.23
RGS16	6004	283.05	99.43	379.04	387.02	100.83	79.45	87.65	123.5	98.04	84.04	215.77	173.85	73.54	265.87	74.06	49.21	928.3	595.34	206.94
HMGB4	127540	0.33	0	0.55	0	0	0	0.39	0	0	0	0.45	1.13	0	0	0	0	0.41	0	0
TMEM212	389177	0	0	0	0	0	0	0	0	0	4.39	3.96	0	0	0	0	0	0	0	0
TRPV4	59341	209.84	30.12	130.6	63	60.82	231.32	92.7	32.59	50.98	80.01	69.52	50.63	65.72	199.85	23.59	15.34	114.36	17.77	36.79
AZIN1	51582	1250.98	3168.41	2255.7	2090.03	1697.45	3168.41	1088.92	1388.16	1295.13	2956.17	1674.06	1639.59	2555.58	1175.27	1529.73	4607.24	1023	1066.48	2047
AL513478.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBAC2	337867	1447.15	1519.15	2367.9	1605.83	1427.22	2193.99	1208.34	1388.16	2400.97	2224.63	4066.71	1427.22	1977.24	1397.83	1769.57	1950	1286.18	1199.98	1066.48
ZNF556	80032	41.81	54.33	1.89	0	2.76	10	0	0	3.06	25.72	0	11.47	5.19	0	0	0	0	11.04	11.64
TMPRSS11D	9407	0	4.54	0.72	0	1.08	0	0	0.71	1.2	5.54	0	0	0	0	0	4.35	8.19	1.11	3.11
SORT1	6272	543.96	2609.3	575.03	928.3	723.08	1628.26	866.07	1936.53	1605.83	1977.24	1467.37	1519.15	1051.79	529.06	2502.97	2075.59	713.11	1628.26	1066.48
TMPRSS2	7113	769.69	111.99	808	291.04	536.45	728.11	363.56	60.82	400.71	447.82	214.27	171.45	460.44	647.07	96.01	11.38	348.71	29.48	167.9
SIRT3	23410	1498.22	476.71	1457.23	450.94	1143.1	470.14	612.11	341.51	426.57	819.3	275.28	325.29	567.1	397.93	583.07	547.75	423.61	293.07	780.44
STMN4	81551	6.89	4.46	6.36	8.65	9.7	2.92	0.06	0.44	0	7	4.66	4.39	1	1.93	5.63	1.38	2.97	0.97	14.24
KALRN	8997	142.01	275.28	144.01	543.96	132.44	307.69	220.32	299.25	80.01	299.25	271.48	186.4	158.79	69.03	241.19	587.13	684.02	638.15	450.94
CX3CR1	1524	902.89	60.39	819.3	466.88	199.85	67.12	223.41	101.54	212.78	60.82	14.78	85.22	111.99	1044.52	59.97	50.63	53.95	87.03	947.83
FOXD4L5	653427	0	0.26	0	0.21	0.47	2.41	0	0	0	0.24	0.05	0	0	0	5.96	2.61	0	0	0
PANK3	79646	693.58	346.29	607.87	708.18	547.75	575.03	312	205.5	836.53	796.86	221.86	229.72	723.08	110.43	607.87	275.28	289.02	185.11	651.58
COMMD5	28991	612.11	379.04	483.38	244.57	620.67	444.72	470.14	583.07	616.37	457.25	426.57	796.86	463.65	1950	329.84	305.55	237.86	490.14	314.17
CTD-2228K2.5	0	376.41	295.11	738.29	212.78	521.76	400.71	656.11	226.54	397.93	389.72	277.2	384.34	329.84	599.49	197.09	157.68	334.46	255	444.72
IFI30	10437	1151.06	1844.76	2835.7	387.02	718.08	1059.11	3639.7	3190.46	1350.18	624.99	371.22	1709.26	1216.75	3395.89	363.56	483.38	3467.27	1745.2	2520.38
ITPR2	3709	1151.06	525.39	2573.36	684.02	287.01	928.3	152.28	246.28	314.17	389.72	224.97	215.77	490.14	61.25	665.29	366.09	607.87	163.28	303.44
REP15	387849	15.8	31.9	19.39	89.51	36.27	27.05	11.82	37.59	56.68	27.44	6.84	46.84	19.82	21.94	20.11	56.28	19.97	35.76	42.41
RAI14	26064	293.07	218.79	363.56	660.68	480.04	309.83	532.74	228.13	583.07	199.85	429.54	271.48	379.04	339.14	56.28	103.69	1044.52	281.09	435.55
CEP76	79959	127.89	81.14	182.55	71	112.77	141.02	138.1	90.14	82.87	131.51	178.77	226.54	180.02	236.21	86.43	90.14	63.89	92.05	123.5
CAMK2N1	55450	525.39	429.54	836.53	1963.57	1844.76	503.95	842.36	718.08	660.68	363.56	1304.15	358.54	2104.58	1832.01	267.73	89.51	457.25	368.65	872.1
DPY19L3	147991	447.82	226.54	189.02	429.54	343.89	293.07	236.21	244.57	246.28	305.55	134.3	131.51	412	55.1	125.24	134.3	226.54	208.38	314.17
GJB7	375519	0	0.96	1.46	2.05	7.75	0	1.41	4.39	0	13.83	32.82	6.26	20.11	0	5.68	5.28	2.68	0	0
TAS2R42	353164	0	0	1.01	0	1.58	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0
TAOK1	57551	420.68	638.15	256.78	1104.13	361.04	575.03	197.09	403.5	260.38	470.14	457.25	221.86	629.35	47.17	547.75	854.13	791.35	525.39	599.49
RAB27A	5873	269.6	195.72	665.29	647.07	301.33	559.28	463.65	258.57	395.18	267.73	536.45	426.57	412	267.73	139.07	100.83	1259.69	684.02	348.71
PRDX5	25824	3901.01	4937.99	5292.48	1857.6	5219.6	3325.99	4972.34	3081.75	5555.65	6426.31	3395.89	5995.9	2178.83	22072.07	5751.61	1594.73	3847.29	4543.8	2915.45
AF165138.7	0	0	0	3.11	0	1.06	0	7.22	2.53	0	0	0	2.27	0.52	0	0.95	0	0	1.93	0
SERPIND1	3053	5.45	8.32	0.93	0	4.94	0.95	0	4.78	2.12	3.59	26.28	5.92	0	0	3.79	2.97	0	2.01	2.29
GMCL1	64395	403.5	384.34	339.14	511	281.09	579.04	441.64	277.2	255	403.5	249.73	497	414.87	194.36	348.71	543.96	191.67	351.14	384.34
GPATCH8	23131	559.28	291.04	620.67	684.02	571.05	450.94	327.56	346.29	234.57	441.64	389.72	248	728.11	108.14	303.44	255	397.93	275.28	633.73
MARS	4141	1233.75	819.3	988.12	902.89	1378.57	961.07	1350.18	1088.92	1417.35	909.17	595.34	1199.98	1259.69	1313.23	1143.1	1001.93	1250.98	1583.71	1088.92
ZNF354C	30832	242.88	94.01	180.02	307.69	120.94	127	60.39	66.18	40.07	178.77	95.34	74.06	191.67	20.71	48.18	63.45	44.89	38.95	332.14
MAGEE2	139599	11.04	3.29	3.76	6.41	5.02	5.36	0	4.9	2.73	3.2	3.41	3.03	1.45	0	2.07	0	3.08	5.5	10.16
FAM151A	338094	1.57	4.39	1.85	0	1.04	3.47	0	2.78	3.11	2.2	0	2.34	0	1.62	15.68	8.99	0.83	1.81	8.38
PPIAL4C	164022	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0
KCNA5	3741	5.82	7.94	9.56	26.1	3.76	3.03	2.16	23.08	5.73	9.7	32.13	6.62	13.52	4.21	4.13	11.73	20.71	5.41	22.59
PEX16	9409	339.14	591.22	403.5	211.31	591.22	660.68	748.61	633.73	599.49	693.58	525.39	769.69	476.71	647.07	633.73	457.25	599.49	536.45	409.15
DNAJC25-GNG10	552891	3.47	9.41	61.68	1.77	1.41	2.32	1.43	143.01	194.36	7.17	4.31	162.14	1.99	60.82	95.34	2.12	4.21	3.72	2.58
ATP13A3	79572	764.36	878.17	555.41	1350.18	688.78	1183.45	1135.2	1259.69	748.61	738.29	802.41	1030.12	1359.57	466.88	669.92	995	1923.14	1651	1277.29
AKNAD1	254268	15.56	23.08	4.78	14.35	44.57	10.31	21.63	36.79	14.89	27.64	29.27	10	53.19	12.83	2.53	0	1.23	1.16	10.96
HSH2D	84941	234.57	29.48	88.88	25.72	205.5	50.63	42.11	8	25.91	123.5	0.88	11.55	59.13	124.37	6.16	10.88	17	26.1	81.71
ZIC1	7545	135.24	17.64	0	36.53	16.27	234.57	2.07	6.52	79.45	397.93	5.63	0	53.57	2.34	15.45	15.34	0	1.87	4.94
LRR1	122769	138.1	223.41	117.6	224.97	166.73	158.79	262.2	336.79	353.59	152.28	228.13	334.46	387.02	285.03	149.12	217.27	237.86	283.05	139.07
WDR70	55100	674.59	441.64	780.44	738.29	860.08	316.37	854.13	420.68	500.46	511	612.11	450.94	525.39	642.59	389.72	575.03	447.82	363.56	363.56
SAMD15	161394	63.89	14.78	52.08	8	52.45	6.46	19.82	3.41	14.67	50.27	22.92	18.84	10.16	28.45	21.01	42.71	12.55	21.01	46.84
ARVCF	421	567.1	181.28	583.07	397.93	500.46	353.59	206.94	90.77	336.79	264.03	187.71	255	214.27	273.37	141.02	78.34	299.25	140.04	490.14
TMEM17	200728	80.57	114.36	89.51	113.56	62.56	45.21	75.64	44.57	75.64	73.54	47.84	41.81	57.49	66.18	44.25	54.33	61.68	76.17	153.34
C14orf183	196913	0	0	0.62	0	0.97	0	0	0	0	1.08	0	1.01	0	0	0.93	0	0	0	0
NXPE1	120400	2.18	0	0.27	1.36	1.6	0	0.99	0.47	0.48	0.51	0.47	0.85	0	0	0.53	0.89	0	0	0
PADI4	23569	0.39	1.87	5.77	4.21	3.17	9.48	14.67	4.98	9.63	17.38	0.11	1.95	1.66	0	2.39	1.36	9.56	6.52	1.58
SLC35B2	347734	1008.9	718.08	1313.23	591.22	1242.34	934.76	921.88	679.29	1208.34	733.19	890.44	896.64	1023	1378.57	866.07	432.53	830.75	679.29	813.63
AC093677.1	0	1.28	3.06	8.71	0	7.11	4.03	2.71	1.83	2.16	6.78	1.58	5.11	8.58	8.38	0	0	2.89	1.53	0
MRPS16	51021	1378.57	3039.3	1447.15	1685.71	1594.73	1583.71	1529.73	2224.63	3081.75	1757.34	1832.01	2796.65	1359.57	2664.15	3039.3	2720.15	1407.55	2555.58	1359.57
NOXA1	10811	135.24	39.79	148.09	26.67	194.36	74.58	159.9	18.84	98.73	94.01	42.71	45.53	56.28	126.12	42.11	6.01	81.14	39.5	36.79
FAM49A	81553	559.28	228.13	457.25	967.76	397.93	435.55	220.32	363.56	332.14	441.64	507.46	265.87	583.07	191.67	231.32	348.71	583.07	155.5	583.07
AGTPBP1	23287	185.11	180.02	107.38	299.25	142.01	236.21	135.24	171.45	130.6	241.19	206.94	124.37	305.55	49.56	156.59	389.72	336.79	212.78	463.65
DALRD3	55152	1191.69	733.19	1331.57	665.29	1088.92	651.58	1135.2	420.68	1059.11	1044.52	624.99	607.87	1001.93	1733.13	536.45	426.57	432.53	603.67	1001.93
C21orf91	54149	303.44	140.04	698.41	693.58	177.53	325.29	164.42	111.21	142.01	287.01	249.73	52.08	813.63	88.26	135.24	325.29	194.36	176.29	293.07
PPIC	5480	551.56	1015.93	1030.12	1447.15	1350.18	555.41	718.08	928.3	1066.48	718.08	733.19	1508.65	412	1151.06	1583.71	1397.83	1143.1	1037.29	1225.22
IGSF1	3547	305.55	61.68	53.57	34.26	1963.57	1.27	8.19	38.67	45.85	123.5	21.47	536.45	23.08	728.11	291.04	10.31	9.93	32.36	18.56
DMKN	93099	3419.52	470.14	3419.52	1104.13	1832.01	1572.76	2271.4	94.01	1639.59	1088.92	1313.23	579.04	1242.34	2758.13	212.78	104.42	1268.46	351.14	2104.58
OR2A2	442361	0	0	0.55	0	0	1.07	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF113A	7737	327.56	194.36	320.8	332.14	265.87	242.88	447.82	212.78	255	269.6	438.59	295.11	376.41	493.56	198.47	148.09	423.61	242.88	299.25
NXF2	56001	0.83	0	3.44	0	0	0	0.06	0.34	0	0	1.13	0.07	1.6	0	0.11	0.09	0	1.58	0
TRIM39	56658	309.83	277.2	309.83	414.87	323.03	218.79	392.44	218.79	258.57	353.59	293.07	303.44	384.34	209.84	183.82	269.6	211.31	182.55	457.25
HSPBAP1	79663	183.82	143.01	106.63	420.68	271.48	140.04	486.75	214.27	120.1	166.73	156.59	197.09	447.82	97.36	86.43	173.85	185.11	171.45	249.73
MORN3	283385	23.25	1.79	26.86	20.71	23.76	10.31	8	2.1	9.7	12.36	10.88	7.69	13.12	11.82	10.47	2.94	15.34	3.53	14.67
RAB3GAP1	22930	1191.69	728.11	1081.39	1277.29	878.17	954.43	521.76	651.58	493.56	633.73	1008.9	669.92	1104.13	420.68	420.68	543.96	759.08	536.45	1104.13
ACOT11	26027	48.87	7.4	41.52	23.59	29.48	20.41	22.43	22.26	8.51	9.2	17.9	8.38	16.63	18.43	8.85	9.06	22.43	12.09	42.41
ZSWIM3	140831	98.04	65.72	123.5	72.52	89.51	76.17	95.34	41.22	63.89	64.34	44.89	94.67	74.58	57.49	47.84	53.19	23.59	50.63	106.63
SYCE3	644186	38.12	39.79	58.71	15.34	22.1	62.12	13.22	15.11	10	17.25	21.63	17.25	10.47	92.05	45.53	23.93	31	0	60.39
TMEM133	83935	239.52	99.43	54.72	536.45	198.47	101.54	120.94	167.9	84.63	111.21	217.27	84.04	248	46.5	157.68	208.38	120.1	228.13	327.56
AMY2A	279	2.16	7.82	0	1.46	2.32	2.25	1.5	0	1.62	4.1	4.13	0	0.61	0.27	3.89	22.26	3.06	2.34	2.14
SBSN	374897	5.06	0	0.01	0	1.66	0.85	22.75	0	8.58	0.07	25.35	97.36	1.71	2.48	0	16.51	12.55	0.13	0.52
AC005477.1	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0.47	0.28	0.43	0.4	0
RPS5	6193	35609.13	26248.46	47642.77	32315.87	29531.18	46339.95	53973.86	22535.88	33922.56	32540.65	33455.53	50359.33	36864.92	172949.54	20881.4	11424.74	26431.04	18178.19	25005.23
C1QTNF2	114898	20.56	22.75	26.67	72.01	53.95	10.63	8	41.52	18.16	5.92	102.25	49.91	22.26	58.71	6.78	5.82	28.65	34.02	79.45
ENPP7	339221	0.99	0	0.73	0	0	0.13	1.87	0	0.44	0	0	1.03	0.71	0.42	0.51	0	1.38	1	0
C15orf39	56905	346.29	269.6	669.92	214.27	460.44	287.01	309.83	239.52	540.19	507.46	189.02	191.67	291.04	432.53	483.38	92.7	647.07	186.4	432.53
ARR3	407	1.79	0	4.66	0	0	0	0	0	0	2.61	0	0	6.06	0	2.07	0	0	3.14	3.26
ELK1	2002	591.22	466.88	607.87	339.14	651.58	769.69	363.56	490.14	764.36	708.18	470.14	595.34	559.28	305.55	753.83	432.53	660.68	748.61	486.75
PDGFC	56034	1183.45	1806.78	2591.27	1628.26	1350.18	2032.85	1081.39	525.39	1023	1111.82	1350.18	412	1250.98	447.82	587.13	587.13	444.72	262.2	896.64
AC007431.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EML5	161436	158.79	67.59	97.36	95.34	122.64	138.1	114.36	50.98	70.51	98.73	60.39	51.35	129.69	67.59	48.18	38.95	52.45	58.71	142.01
SLFN12	55106	262.2	176.29	198.47	423.61	334.46	100.13	60.39	166.73	167.9	55.49	44.25	80.01	363.56	63.45	64.34	429.54	157.68	55.1	289.02
SEPT3	55964	190.34	46.5	271.48	67.59	60.39	74.58	23.25	4.86	66.18	13.52	15.56	19.53	85.22	86.43	30.12	1.31	66.18	11.47	147.06
KIF2C	11004	11.73	27.64	27.64	187.71	25.72	41.22	22.59	17.77	84.63	37.32	6.94	10.08	27.64	6.57	9.63	8.06	12.27	44.25	22.43
CTCFL	140690	0	0.75	0	1.04	0.32	0.69	0	0.33	1.07	4.86	0	0	0	1.73	1.97	0	0.35	0.32	0
INTS7	25896	327.56	138.1	234.57	305.55	224.97	195.72	271.48	102.25	163.28	112.77	84.63	309.83	194.36	218.79	198.47	145.02	99.43	109.66	194.36
DHRS4L2	10901	769.69	1008.9	1030.12	256.78	579.04	854.13	571.05	525.39	909.17	483.38	638.15	748.61	412	2502.97	1277.29	679.29	457.25	872.1	525.39
ST20	400410	150.17	175.07	126.12	85.82	127.89	104.42	172.65	155.5	269.6	208.38	63	158.79	123.5	507.46	195.72	125.24	95.34	128.79	98.73
DGAT2	84649	438.59	15934.98	647.07	368.65	629.35	10808.41	1733.13	11827.67	24490.61	3419.52	718.08	13399.51	1407.55	5441.3	25708.25	11745.96	2434.5	6471.02	4903.87
DUSP14	11072	1073.91	397.93	656.11	466.88	444.72	500.46	547.75	967.76	825	305.55	616.37	341.51	540.19	1081.39	1037.29	293.07	348.71	733.19	669.92
PDZD4	57595	151.22	24.99	242.88	242.88	70.51	59.97	24.11	31.9	111.99	50.27	68.07	145.02	19.68	85.82	26.86	5.68	163.28	105.15	180.02
PCDHA11	56138	35	21.78	88.88	1.35	63.45	5.96	5.28	0.04	7.88	17.64	0.04	2.18	7	18.16	16.88	1.48	11.55	0.55	98.73
LINC00346	0	11.38	14.14	6.84	18.03	30.56	0	4.5	45.85	45.85	40.36	14.56	21.94	8.85	34.02	57.08	56.28	56.28	32.36	0
ACR	49	7.4	11.21	12.83	4.17	10.96	22.59	16.39	47.84	13.83	47.17	38.4	28.86	32.59	2.81	32.59	87.65	35	44.89	4.58
AIF1	199	1331.57	1407.55	2004.85	1397.83	890.44	660.68	1242.34	2032.85	447.82	361.04	921.88	1605.83	860.08	3212.66	514.56	1331.57	2701.35	1378.57	2075.59
NRL	4901	32.36	36.01	49.91	4.9	35.5	11.64	37.85	16.51	22.43	107.38	54.72	57.89	8.85	28.45	24.63	21.94	17.25	34.51	21.78
COX7C	1350	13123.73	29943.43	13399.51	23330.64	7857.29	18178.19	17437.64	19348.38	15285.81	16269.83	23656.34	30361.44	14262.1	74760.09	26986.43	19348.38	9945.68	15392.14	14163.58
CERS4	79603	2075.59	346.29	2224.63	669.92	1709.26	1883.54	1059.11	638.15	1008.9	1111.82	500.46	1151.06	1286.18	1832.01	483.38	483.38	1143.1	842.36	612.11
ZNF830	91603	878.17	287.01	616.37	665.29	389.72	249.73	426.57	291.04	224.97	329.84	283.05	327.56	518.15	486.75	224.97	249.73	204.07	264.03	389.72
RELT	84957	53.95	10.71	35.25	13.72	25.35	34.02	44.25	37.32	27.05	27.44	17.9	41.81	31.9	21.63	9.63	26.28	149.12	47.84	27.64
ZNF749	388567	267.73	51.35	120.94	45.21	154.42	187.71	18.56	49.91	40.93	99.43	85.22	248	79.45	70.01	223.41	74.58	93.35	171.45	94.01
PAFAH1B3	5050	669.92	214.27	1008.9	500.46	684.02	327.56	454.09	202.66	616.37	389.72	242.88	376.41	438.59	1322.37	303.44	51.35	387.02	356.05	525.39
MEGT1	0	0	0	0	0	1.19	0	0	0	0	0	1.25	1.25	0	0	0	0	0	0	0
WNT2	7472	47.84	83.45	102.25	26.47	177.53	17.25	12.74	31.22	49.91	81.71	15.91	161.02	46.5	17	339.14	24.99	50.63	22.59	27.25
DRAP1	10589	878.17	2351.53	1340.84	679.29	1073.91	1104.13	1359.57	1991	3081.75	1359.57	1023	2303.12	579.04	5791.62	2895.31	954.43	1407.55	2956.17	842.36
ZBTB48	3104	647.07	303.44	651.58	289.02	463.65	341.51	525.39	123.5	368.65	447.82	186.4	336.79	332.14	941.27	289.02	253.23	389.72	260.38	529.06
BZRAP1	9256	1088.92	156.59	934.76	389.72	651.58	540.19	371.22	77.25	265.87	435.55	198.47	244.57	529.06	368.65	145.02	30.56	423.61	115.97	587.13
ALKBH2	121642	518.15	420.68	595.34	379.04	447.82	543.96	819.3	432.53	764.36	480.04	420.68	441.64	483.38	878.17	480.04	283.05	591.22	371.22	358.54
CTC-273B12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
DNER	92737	7.28	150.17	5.19	40.36	48.18	9.7	12.09	341.51	24.28	11.04	1135.2	12.55	53.57	38.67	4.35	10.31	58.3	0	6.46
AC018867.2	0	15.68	0	7.17	0	0	0	0	0	0	12.36	0	0	0	0	8.25	0	0	11.04	0
SPHK2	56848	130.6	234.57	177.53	59.97	295.11	195.72	170.25	183.82	348.71	287.01	110.43	220.32	139.07	204.07	480.04	153.34	118.43	131.51	124.37
GID8	54994	1617	842.36	1583.71	1001.93	988.12	981.29	587.13	703.28	915.51	1073.91	1183.45	890.44	1457.23	1519.15	825	713.11	802.41	507.46	808
ANKRD34A	284615	5.82	10.71	15.68	18.97	18.7	11.04	7.17	5.63	23.93	17.25	6.21	4.58	14.35	10.47	13.52	1.71	24.99	21.78	13.22
GUCY1A3	2982	909.17	309.83	1331.57	2468.49	764.36	759.08	432.53	358.54	708.18	267.73	412	334.46	708.18	665.29	223.41	167.9	497	177.53	1066.48
PPP2R4	5524	3018.3	1340.84	2796.65	1467.37	2976.74	1697.45	2119.22	1259.69	2502.97	1594.73	1322.37	1883.54	1819.35	3955.48	1529.73	848.22	2061.24	1594.73	2209.26
FBXW8	26259	224.97	119.26	267.73	314.17	301.33	138.1	220.32	77.79	151.22	128.79	112.77	69.52	149.12	59.97	109.66	135.24	172.65	153.34	193.01
PDIA6	10130	3081.75	3103.19	4388.98	2303.12	2895.31	2468.49	2956.17	2627.46	4769.75	2287.2	2061.24	3349.13	2119.22	6652.97	2335.28	2075.59	3419.52	4328.55	3443.31
C11orf16	56673	1.43	1.03	0	0	2.58	0.93	2.01	0	1.57	7.11	0	0	3.38	0.92	0	0	0	0.88	5.82
TMEFF1	8577	0	34.26	44.25	117.6	35.76	28.24	8.25	25.54	41.22	21.47	57.89	43.32	34.26	35.76	46.84	13.72	0.33	0	24.81
ACSS2	55902	1397.83	3081.75	1467.37	1183.45	1183.45	2895.31	1378.57	2351.53	6207.38	1844.76	1096.5	4736.79	1674.06	1208.34	7749.1	2591.27	1832.01	1594.73	2004.85
WDR19	57728	961.07	599.49	679.29	819.3	961.07	642.59	947.83	775.05	406.31	988.12	808	555.41	1794.29	183.82	497	624.99	476.71	373.81	884.29
CHRD	8646	92.05	58.71	119.26	105.15	1127.35	42.71	136.19	102.97	35.5	108.9	236.21	316.37	137.14	43.02	50.27	40.36	540.19	93.35	68.55
SYT1	6857	180.02	16.63	175.07	215.77	59.55	36.79	19.97	17.51	2.58	4.31	6.52	39.5	43.94	56.28	1.64	0.04	39.22	4.78	295.11
DAP	1611	2032.85	1477.58	2895.31	2104.58	2720.15	1806.78	1923.14	1617	2835.7	1350.18	1561.89	2271.4	2520.38	4152.18	1127.35	688.78	2104.58	1745.2	1225.22
AC040977.1	0	15.22	0	10.63	54.33	16.88	0	50.63	0	0	0	0	24.63	43.32	0	0	0	0	0	0
MMP2	4313	2335.28	7081.29	3491.39	14867.79	59063.35	2224.63	5913.33	14065.74	2720.15	8134.41	102836.01	19754.96	23169.48	3443.31	4358.66	791.35	20030.74	7695.57	3124.78
MC5R	4161	0	2.46	0	0	0	5.5	2.51	0	1.43	2.84	0	0	0	0	5.15	3.26	0	3.41	0
